cellId,utteranceId,contextId,group,sampleIndex,intent,productId,optionId,quantity,case,scopedToPrevious,hasCategorySignal,scopeFree,categoryLegs,categoryLegInjected,categoryLegsEchoPrior,resolvedCategoryAction,resolvedProductId,screenResolverFired,screenResolutionReason,latencyMs
condition-only-001|none,condition-only-001,none,condition_only,0,recommend,,,1,2,False,True,,|5만원 이하 아무거나,False,False,replace,,False,,3529
condition-only-001|none,condition-only-001,none,condition_only,1,recommend,,,1,2,False,False,,,False,False,carry,,False,,2221
condition-only-001|none,condition-only-001,none,condition_only,2,recommend,,,1,2,False,False,,,False,False,carry,,False,,2843
condition-only-001|none,condition-only-001,none,condition_only,3,recommend,,,1,2,False,False,,,False,False,carry,,False,,2494
condition-only-001|none,condition-only-001,none,condition_only,4,recommend,,,1,2,False,False,,,False,False,carry,,False,,2295
condition-only-001|none,condition-only-001,none,condition_only,5,recommend,,,1,2,False,False,,,False,False,carry,,False,,2462
condition-only-001|none,condition-only-001,none,condition_only,6,recommend,,,1,2,False,False,,,False,False,carry,,False,,2513
condition-only-001|none,condition-only-001,none,condition_only,7,recommend,,,1,2,False,True,,|5만원 이하 아무거나,False,False,replace,,False,,36341
condition-only-001|none,condition-only-001,none,condition_only,8,recommend,,,1,2,False,True,,|5만원 이하 아무거나,False,False,replace,,False,,5389
condition-only-001|none,condition-only-001,none,condition_only,9,recommend,,,1,2,False,True,,|5만원 이하 아무거나,False,False,replace,,False,,2845
condition-only-001|none,condition-only-001,none,condition_only,10,recommend,,,1,2,False,True,,|5만원 이하 아무거나,False,False,replace,,False,,2778
condition-only-001|none,condition-only-001,none,condition_only,11,recommend,,,1,2,False,False,,,False,False,carry,,False,,3424
condition-only-001|none,condition-only-001,none,condition_only,12,recommend,,,1,2,False,False,,,False,False,carry,,False,,3402
condition-only-001|none,condition-only-001,none,condition_only,13,recommend,,,1,2,False,False,,,False,False,carry,,False,,2569
condition-only-001|none,condition-only-001,none,condition_only,14,recommend,,,1,2,False,False,,,False,False,carry,,False,,2131
condition-only-001|none,condition-only-001,none,condition_only,15,recommend,,,1,2,False,False,,,False,False,carry,,False,,3414
condition-only-001|none,condition-only-001,none,condition_only,16,recommend,,,1,2,False,False,,,False,False,carry,,False,,3593
condition-only-001|none,condition-only-001,none,condition_only,17,recommend,,,1,2,False,False,,,False,False,carry,,False,,31538
condition-only-001|none,condition-only-001,none,condition_only,18,recommend,,,1,2,False,False,,,False,False,carry,,False,,2398
condition-only-001|none,condition-only-001,none,condition_only,19,recommend,,,1,2,False,False,,,False,False,carry,,False,,1644
condition-only-001|none,condition-only-001,none,condition_only,20,recommend,,,1,2,False,False,,,False,False,carry,,False,,2583
condition-only-001|none,condition-only-001,none,condition_only,21,recommend,,,1,2,False,False,,,False,False,carry,,False,,2359
condition-only-001|none,condition-only-001,none,condition_only,22,recommend,,,1,2,False,False,,,False,False,carry,,False,,2526
condition-only-001|none,condition-only-001,none,condition_only,23,recommend,,,1,2,False,False,,,False,False,carry,,False,,4298
condition-only-002|none,condition-only-002,none,condition_only,0,recommend,,,1,2,False,False,,,False,False,carry,,False,,2389
condition-only-002|none,condition-only-002,none,condition_only,1,recommend,,,1,2,False,False,,,False,False,carry,,False,,2346
condition-only-002|none,condition-only-002,none,condition_only,2,recommend,,,1,2,False,False,,,False,False,carry,,False,,2920
condition-only-002|none,condition-only-002,none,condition_only,3,recommend,,,1,2,False,False,,,False,False,carry,,False,,2748
condition-only-002|none,condition-only-002,none,condition_only,4,recommend,,,1,2,False,False,,,False,False,carry,,False,,2696
condition-only-002|none,condition-only-002,none,condition_only,5,recommend,,,1,2,False,False,,,False,False,carry,,False,,2806
condition-only-002|none,condition-only-002,none,condition_only,6,recommend,,,1,2,False,False,,,False,False,carry,,False,,2480
condition-only-002|none,condition-only-002,none,condition_only,7,recommend,,,1,2,False,True,,|평점 높은 상품,False,False,replace,,False,,2889
condition-only-002|none,condition-only-002,none,condition_only,8,recommend,,,1,2,False,False,,,False,False,carry,,False,,2832
condition-only-002|none,condition-only-002,none,condition_only,9,recommend,,,1,2,False,False,,,False,False,carry,,False,,36836
condition-only-002|none,condition-only-002,none,condition_only,10,recommend,,,1,2,False,False,,,False,False,carry,,False,,3442
condition-only-002|none,condition-only-002,none,condition_only,11,recommend,,,1,2,False,False,,,False,False,carry,,False,,2694
condition-only-002|none,condition-only-002,none,condition_only,12,recommend,,,1,2,False,False,,,False,False,carry,,False,,2684
condition-only-002|none,condition-only-002,none,condition_only,13,recommend,,,1,2,False,False,,,False,False,carry,,False,,3110
condition-only-002|none,condition-only-002,none,condition_only,14,recommend,,,1,2,False,False,,,False,False,carry,,False,,3061
condition-only-002|none,condition-only-002,none,condition_only,15,recommend,,,1,2,False,False,,,False,False,carry,,False,,2599
condition-only-002|none,condition-only-002,none,condition_only,16,recommend,,,1,2,False,False,,,False,False,carry,,False,,2873
condition-only-002|none,condition-only-002,none,condition_only,17,recommend,,,1,2,False,True,,|무선 이어폰,False,False,replace,,False,,3117
condition-only-002|none,condition-only-002,none,condition_only,18,recommend,,,1,2,False,False,,,False,False,carry,,False,,2967
condition-only-002|none,condition-only-002,none,condition_only,19,recommend,,,1,2,False,False,,,False,False,carry,,False,,2910
condition-only-002|none,condition-only-002,none,condition_only,20,recommend,,,1,2,False,True,,|무선 이어폰,False,False,replace,,False,,40903
condition-only-002|none,condition-only-002,none,condition_only,21,recommend,,,1,2,False,False,,,False,False,carry,,False,,3080
condition-only-002|none,condition-only-002,none,condition_only,22,recommend,,,1,2,False,True,,|평점 높은 상품,False,False,replace,,False,,4329
condition-only-002|none,condition-only-002,none,condition_only,23,recommend,,,1,2,False,False,,,False,False,carry,,False,,2412
condition-only-003|none,condition-only-003,none,condition_only,0,recommend,,,1,3,False,False,,,False,False,carry,,False,,2901
condition-only-003|none,condition-only-003,none,condition_only,1,recommend,,,1,3,False,False,,,False,False,carry,,False,,2352
condition-only-003|none,condition-only-003,none,condition_only,2,recommend,,,1,2,False,False,,,False,False,carry,,False,,2647
condition-only-003|none,condition-only-003,none,condition_only,3,recommend,,,1,3,False,False,,,False,False,carry,,False,,2538
condition-only-003|none,condition-only-003,none,condition_only,4,recommend,,,1,3,False,False,,,False,False,carry,,False,,2731
condition-only-003|none,condition-only-003,none,condition_only,5,recommend,,,1,2,False,False,,,False,False,carry,,False,,2659
condition-only-003|none,condition-only-003,none,condition_only,6,recommend,,,1,3,False,False,,,False,False,carry,,False,,2582
condition-only-003|none,condition-only-003,none,condition_only,7,recommend,,,1,3,False,False,,,False,False,carry,,False,,35899
condition-only-003|none,condition-only-003,none,condition_only,8,recommend,,,1,3,False,False,,,False,False,carry,,False,,2068
condition-only-003|none,condition-only-003,none,condition_only,9,recommend,,,1,3,False,False,,,False,False,carry,,False,,2211
condition-only-003|none,condition-only-003,none,condition_only,10,recommend,,,1,3,False,False,,,False,False,carry,,False,,2242
condition-only-003|none,condition-only-003,none,condition_only,11,recommend,,,1,3,False,False,,,False,False,carry,,False,,1740
condition-only-003|none,condition-only-003,none,condition_only,12,recommend,,,1,3,False,False,,,False,False,carry,,False,,2747
condition-only-003|none,condition-only-003,none,condition_only,13,recommend,,,1,3,False,False,,,False,False,carry,,False,,3041
condition-only-003|none,condition-only-003,none,condition_only,14,recommend,,,1,2,False,False,,,False,False,carry,,False,,2908
