cellId,attempt,errorType,message
condition-only-001|none,7,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 197185, Requested 4105. Please try again in 387ms. Visit "
condition-only-001|none,9,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4105. Please try again in 1.231s. Visit"
condition-only-001|none,10,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4105. Please try again in 1.231s. Visit"
condition-only-001|none,11,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4105. Please try again in 1.231s. Visit"
condition-only-001|none,12,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 196710, Requested 4105. Please try again in 244ms. Visit "
condition-only-002|none,7,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 197082, Requested 4103. Please try again in 355ms. Visit "
condition-only-002|none,9,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 197589, Requested 4103. Please try again in 507ms. Visit "
condition-only-002|none,10,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4103. Please try again in 1.23s. Visit "
condition-only-003|none,8,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4103. Please try again in 1.23s. Visit "
condition-only-003|none,9,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 199522, Requested 4103. Please try again in 1.087s. Visit"
condition-only-004|none,7,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 199017, Requested 4104. Please try again in 936ms. Visit "
condition-only-004|none,8,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4104. Please try again in 1.231s. Visit"
condition-only-004|none,9,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4104. Please try again in 1.231s. Visit"
condition-only-004|none,11,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 195911, Requested 4104. Please try again in 4ms. Visit ht"
condition-only-005|none,8,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 198834, Requested 4104. Please try again in 881ms. Visit "
condition-only-005|none,20,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 197470, Requested 4104. Please try again in 472ms. Visit "
named-category-001|none,17,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 197222, Requested 4100. Please try again in 396ms. Visit "
named-category-002|none,16,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 196494, Requested 4106. Please try again in 180ms. Visit "
named-category-005|none,5,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 199441, Requested 4106. Please try again in 1.064s. Visit"
named-category-005|none,6,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4106. Please try again in 1.231s. Visit"
named-category-005|none,7,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 197460, Requested 4106. Please try again in 469ms. Visit "
