caseId,n,slice,intent,case,semanticQueryIsFallback,semanticQuery,verdict,expectedReask,outcome,causeAxes,blockingAxes,expansionReason,latencyMs
buy-under-0001,0,constraint_budget_set,recommend,2,False,5만원 이내로 세트로 구매 가능한 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,3398
buy-under-0001,1,constraint_budget_set,recommend,2,False,다양한 가격대 세트,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2643
buy-under-0001,2,constraint_budget_set,recommend,2,False,무조건 5만원 이하의 세트형 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2542
buy-under-0001,3,constraint_budget_set,recommend,2,False,5만원 이내 세트,False,True,miss,multiple,categoryQueries;semanticQueryIsFallback,,2935
buy-under-0001,4,constraint_budget_set,recommend,2,False,5만원 이내로 세트,False,True,miss,multiple,categoryQueries;semanticQueryIsFallback,,3076
buy-under-0001,5,constraint_budget_set,recommend,2,False,5만원 이내로 세트,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,3011
buy-under-0001,6,constraint_budget_set,recommend,2,False,5만원 이내 아무거나 세트,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2386
buy-under-0001,7,constraint_budget_set,recommend,2,False,5만원 이내로 아무거나 세트로 추천해줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2420
buy-under-0002,0,no_condition,recommend,3,False,무엇을 살지 추천해줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,2422
buy-under-0002,1,no_condition,recommend,3,False,무엇을 살지 추천해줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,2328
buy-under-0002,2,no_condition,recommend,3,False,무관한 일반 카테고리 추천,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,2360
buy-under-0002,3,no_condition,recommend,3,False,다양한 카테고리의 인기 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,3125
buy-under-0002,4,no_condition,recommend,3,False,일반적인 상품 추천,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,2723
buy-under-0002,5,no_condition,recommend,3,False,아무거나 추천해줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,3113
buy-under-0002,6,no_condition,recommend,3,False,무슨 상품이든 추천해줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,2864
buy-under-0002,7,no_condition,recommend,3,False,무엇을 살지 모를 때의 일반적인 추천,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,2890
buy-under-0003,0,constraint_price,recommend,2,False,5만원 이하 아무거나,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,3156
