cellId,attempt,errorType,message
cart-control-001|lastRecommendations,4,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4177. Please try again in 1.253s. Visit"
cart-control-001|lastRecommendations,5,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 198735, Requested 4177. Please try again in 873ms. Visit "
cart-control-001|lastRecommendations,7,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 196482, Requested 4177. Please try again in 197ms. Visit "
cart-control-001|lastRecommendations,10,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4177. Please try again in 1.253s. Visit"
cart-control-001|none,4,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4101. Please try again in 1.23s. Visit "
cart-control-001|none,5,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 199116, Requested 4101. Please try again in 965ms. Visit "
cart-control-001|none,6,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 196357, Requested 4101. Please try again in 137ms. Visit "
cart-control-001|none,7,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 198094, Requested 4101. Please try again in 658ms. Visit "
cart-control-001|none,9,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4101. Please try again in 1.23s. Visit "
cart-control-001|pendingCart,4,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 199204, Requested 4204. Please try again in 1.022s. Visit"
cart-control-001|pendingCart,5,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 198176, Requested 4204. Please try again in 714ms. Visit "
cart-control-001|pendingCart,6,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 196424, Requested 4204. Please try again in 188ms. Visit "
cart-control-001|pendingCart,7,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 196242, Requested 4204. Please try again in 133ms. Visit "
cart-control-001|pendingCart,9,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4204. Please try again in 1.261s. Visit"
cart-control-001|pendingCart,10,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 196225, Requested 4204. Please try again in 128ms. Visit "
cart-control-002|lastRecommendations,4,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 198584, Requested 4178. Please try again in 828ms. Visit "
cart-control-002|lastRecommendations,5,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 198252, Requested 4178. Please try again in 729ms. Visit "
