cellId,attempt,errorType,message
condition-only-001|none,7,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 196583, Requested 3615. Please try again in 59ms. Visit h"
condition-only-001|none,8,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 198980, Requested 3615. Please try again in 778ms. Visit "
condition-only-001|none,10,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 3615. Please try again in 1.084s. Visit"
condition-only-001|none,12,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 198850, Requested 3615. Please try again in 739ms. Visit "
condition-only-001|none,19,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 3615. Please try again in 1.084s. Visit"
condition-only-001|none,21,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 198154, Requested 3615. Please try again in 530ms. Visit "
condition-only-001|none,28,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 3615. Please try again in 1.084s. Visit"
condition-only-001|none,30,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 196676, Requested 3615. Please try again in 87ms. Visit h"
condition-only-002|none,7,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 199585, Requested 3613. Please try again in 959ms. Visit "
condition-only-002|none,8,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 198368, Requested 3613. Please try again in 594ms. Visit "
condition-only-002|none,9,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 197926, Requested 3613. Please try again in 461ms. Visit "
condition-only-002|none,10,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 199328, Requested 3613. Please try again in 882ms. Visit "
condition-only-002|none,11,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 198258, Requested 3613. Please try again in 561ms. Visit "
condition-only-002|none,18,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 199423, Requested 3613. Please try again in 910ms. Visit "
condition-only-002|none,21,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 197439, Requested 3613. Please try again in 315ms. Visit "
condition-only-002|none,28,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 3613. Please try again in 1.083s. Visit"
condition-only-002|none,31,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 196955, Requested 3613. Please try again in 170ms. Visit "
condition-only-003|none,9,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 3613. Please try again in 1.083s. Visit"
condition-only-003|none,10,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 3613. Please try again in 1.083s. Visit"
condition-only-003|none,12,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 3613. Please try again in 1.083s. Visit"
condition-only-003|none,20,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 3613. Please try again in 1.083s. Visit"
condition-only-003|none,25,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 196592, Requested 3613. Please try again in 61ms. Visit h"
condition-only-004|none,5,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 196638, Requested 3614. Please try again in 75ms. Visit h"
condition-only-004|none,6,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 199053, Requested 3614. Please try again in 800ms. Visit "
condition-only-004|none,8,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 3614. Please try again in 1.084s. Visit"
condition-only-004|none,10,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 3614. Please try again in 1.084s. Visit"
condition-only-004|none,18,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 3614. Please try again in 1.084s. Visit"
condition-only-004|none,20,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 198554, Requested 3614. Please try again in 650ms. Visit "
condition-only-004|none,27,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 3614. Please try again in 1.084s. Visit"
condition-only-004|none,30,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 198066, Requested 3614. Please try again in 503ms. Visit "
condition-only-005|none,2,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 199458, Requested 3613. Please try again in 921ms. Visit "
condition-only-005|none,3,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 3613. Please try again in 1.083s. Visit"
condition-only-005|none,4,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 3613. Please try again in 1.083s. Visit"
condition-only-005|none,5,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 197527, Requested 3613. Please try again in 342ms. Visit "
condition-only-005|none,8,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 196874, Requested 3613. Please try again in 146ms. Visit "
condition-only-005|none,14,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 3613. Please try again in 1.083s. Visit"
condition-only-005|none,17,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 198243, Requested 3613. Please try again in 556ms. Visit "
condition-only-005|none,22,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 196397, Requested 3613. Please try again in 3ms. Visit ht"
condition-only-005|none,24,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 199216, Requested 3613. Please try again in 848ms. Visit "
condition-only-005|none,27,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 199909, Requested 3613. Please try again in 1.056s. Visit"
condition-only-005|none,32,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 197206, Requested 3613. Please try again in 245ms. Visit "
condition-only-005|none,35,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 196542, Requested 3613. Please try again in 46ms. Visit h"
named-category-001|none,5,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 3610. Please try again in 1.083s. Visit"
named-category-001|none,6,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 3610. Please try again in 1.083s. Visit"
named-category-001|none,7,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 199839, Requested 3610. Please try again in 1.034s. Visit"
named-category-001|none,12,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 197499, Requested 3610. Please try again in 332ms. Visit "
named-category-001|none,18,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 198158, Requested 3610. Please try again in 530ms. Visit "
named-category-001|none,20,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 197615, Requested 3610. Please try again in 367ms. Visit "
named-category-001|none,23,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 198519, Requested 3610. Please try again in 638ms. Visit "
named-category-001|none,26,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 197712, Requested 3610. Please try again in 396ms. Visit "
named-category-002|none,8,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 197556, Requested 3616. Please try again in 351ms. Visit "
named-category-002|none,14,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 197415, Requested 3616. Please try again in 309ms. Visit "
named-category-002|none,15,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 198282, Requested 3616. Please try again in 569ms. Visit "
named-category-002|none,19,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 197679, Requested 3616. Please try again in 388ms. Visit "
named-category-002|none,24,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 197401, Requested 3616. Please try again in 305ms. Visit "
named-category-002|none,27,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 199809, Requested 3616. Please try again in 1.027s. Visit"
named-category-002|none,30,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 197189, Requested 3616. Please try again in 241ms. Visit "
named-category-003|none,5,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 3618. Please try again in 1.085s. Visit"
named-category-003|none,6,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 3618. Please try again in 1.085s. Visit"
named-category-003|none,7,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 196895, Requested 3618. Please try again in 153ms. Visit "
named-category-003|none,8,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 196990, Requested 3618. Please try again in 182ms. Visit "
