caseId,n,slice,intent,case,semanticQueryIsFallback,semanticQuery,verdict,expectedReask,outcome,causeAxes,blockingAxes,expansionReason,latencyMs
buy-under-0001,0,constraint_budget_set,recommend,2,False,5만원 이내로 세트로 추천,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,3117
buy-under-0001,1,constraint_budget_set,recommend,2,False,5만원 이내로 세트 추천,False,True,miss,multiple,categoryQueries;semanticQueryIsFallback,,2556
buy-under-0001,2,constraint_budget_set,recommend,2,False,5만원 이내로 아무거나 세트로 추천해줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2360
buy-under-0001,3,constraint_budget_set,recommend,2,False,5만원 이내로 세트로 추천해줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,5407
buy-under-0001,4,constraint_budget_set,recommend,2,False,5만원 이내로 세트 추천해줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2178
buy-under-0001,5,constraint_budget_set,recommend,2,False,5만원 이내 아무거나 세트로 추천해줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,1929
buy-under-0001,6,constraint_budget_set,recommend,2,False,5만원 이내로 아무거나 세트,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2109
buy-under-0001,7,constraint_budget_set,recommend,2,False,5만원 이내로 세트로 구매할 수 있는 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,1998
buy-under-0002,0,no_condition,recommend,3,False,아무거나 추천해줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,2284
buy-under-0002,1,no_condition,recommend,3,False,아무거나 추천해줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,2161
buy-under-0002,2,no_condition,recommend,3,False,아무거나 추천해줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,3493
buy-under-0002,3,no_condition,recommend,3,False,아무거나 추천해줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,2239
buy-under-0002,4,no_condition,recommend,3,False,아무거나 추천해줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,2674
buy-under-0002,5,no_condition,recommend,3,False,아무거나 추천해줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,2940
buy-under-0002,6,no_condition,recommend,3,False,아무거나 추천해줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,1790
buy-under-0002,7,no_condition,recommend,3,False,아무거나 추천해줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,2060
buy-under-0003,0,constraint_price,recommend,2,False,5만원 이하 아무거나,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2276
buy-under-0003,1,constraint_price,recommend,2,False,5만원 이하 아무거나,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2351
buy-under-0003,2,constraint_price,recommend,2,False,5만원 이하 아무거나,False,True,miss,multiple,filters.attrConditions;semanticQueryIsFallback,,2526
buy-under-0003,3,constraint_price,recommend,2,False,5만원 이하 아무거나,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2484
buy-under-0003,4,constraint_price,recommend,2,False,5만원 이하 무관한 일반 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2779
buy-under-0003,5,constraint_price,recommend,2,False,5만원 이하 아무거나,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,1822
buy-under-0003,6,constraint_price,recommend,2,False,5만원 이하 아무거나,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2494
buy-under-0003,7,constraint_price,recommend,2,False,5만원 이하 아무거나,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2073
buy-under-0004,0,what_axis,recommend,2,False,이어폰,False,False,correctReject,,,,2494
buy-under-0004,1,what_axis,recommend,2,False,무선 이어폰,False,False,correctReject,,,,1979
buy-under-0004,2,what_axis,recommend,2,False,무선 이어폰,False,False,correctReject,,,,2252
buy-under-0004,3,what_axis,recommend,3,False,무선 이어폰,False,False,correctReject,,,,2220
buy-under-0004,4,what_axis,recommend,3,False,무선 이어폰,False,False,correctReject,,,no_legs,2265
buy-under-0004,5,what_axis,recommend,2,False,이어폰,False,False,correctReject,,,,2125
buy-under-0004,6,what_axis,recommend,3,False,무선 이어폰,False,False,correctReject,,,,2287
buy-under-0004,7,what_axis,recommend,3,False,이어폰,False,False,correctReject,,,,2302
buy-under-0005,0,what_axis,recommend,2,False,삼성 제품,False,False,correctReject,,,,3221
buy-under-0005,1,what_axis,recommend,2,False,삼성 제품,False,False,correctReject,,,,2076
buy-under-0005,2,what_axis,recommend,2,False,삼성 제품,False,False,correctReject,,,,2868
buy-under-0005,3,what_axis,recommend,2,False,삼성 제품,False,False,correctReject,,,,35404
buy-under-0005,4,what_axis,recommend,2,False,삼성 제품,False,False,correctReject,,,,3314
buy-under-0005,5,what_axis,recommend,2,False,삼성 제품,False,False,correctReject,,,,2091
buy-under-0005,6,what_axis,recommend,2,False,삼성 제품,False,False,correctReject,,,,2312
buy-under-0005,7,what_axis,recommend,3,False,삼성 제품,False,False,correctReject,,,,2037
buy-under-0006,0,multiturn_gate,recommend,2,False,5만원 이하,False,False,correctReject,,,,1901
buy-under-0006,1,multiturn_gate,recommend,2,False,5만원 이하,False,False,correctReject,,,,2443
buy-under-0006,2,multiturn_gate,recommend,2,True,그중에 5만원 이하,False,False,correctReject,,,,2074
buy-under-0006,3,multiturn_gate,recommend,2,False,다양한 상품 중에서 가격대가 5만원 이하인 것,False,False,correctReject,,,,2951
buy-under-0006,4,multiturn_gate,recommend,3,False,5만원 이하,False,False,correctReject,,,no_legs,33715
buy-under-0006,5,multiturn_gate,recommend,2,True,그중에 5만원 이하,False,False,correctReject,,,,2798
buy-under-0006,6,multiturn_gate,recommend,2,False,5만원 이하 상품,False,False,correctReject,,,,2301
buy-under-0006,7,multiturn_gate,recommend,2,False,5만원 이하 상품,False,False,correctReject,,,,4278
buy-under-0007,0,blocking_rating,recommend,2,False,평점 4 이상 아무거나,False,False,correctReject,,,,2135
buy-under-0007,1,blocking_rating,recommend,2,False,평점 4 이상 아무거나,False,False,correctReject,,,,2434
buy-under-0007,2,blocking_rating,recommend,2,False,평점 4 이상 무척 품질 좋은 상품,False,False,correctReject,,,,2318
buy-under-0007,3,blocking_rating,recommend,2,False,평점이 높은 상품,False,False,correctReject,,,,35701
