caseId,n,slice,intent,case,semanticQueryIsFallback,semanticQuery,verdict,expectedReask,outcome,causeAxes,blockingAxes,expansionReason,latencyMs
buy-under-0001,0,constraint_budget_set,recommend,2,False,5만원 이내 무작위 세트 추천,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,3411
buy-under-0001,1,constraint_budget_set,recommend,2,False,5만원 이내로 세트 구성 가능하고 다양한 카테고리의 상품,False,True,miss,multiple,categoryQueries;semanticQueryIsFallback,,2697
buy-under-0001,2,constraint_budget_set,recommend,2,False,5만원 이내로 아무거나 세트로 추천해줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2294
buy-under-0001,3,constraint_budget_set,recommend,2,False,5만원 이내 아무거나 세트,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2155
buy-under-0001,4,constraint_budget_set,recommend,2,False,5만원 이내로 세트로 구매할 수 있는 상품,False,True,miss,multiple,filters.attrConditions;semanticQueryIsFallback,,2313
buy-under-0001,5,constraint_budget_set,recommend,2,False,5만원 이내로 세트 구성 추천,False,True,miss,multiple,categoryQueries;semanticQueryIsFallback,,2131
buy-under-0001,6,constraint_budget_set,recommend,2,False,5만원 이내로 세트 구성 추천,False,True,miss,multiple,categoryQueries;semanticQueryIsFallback,,2021
buy-under-0001,7,constraint_budget_set,recommend,2,False,5만원 이내 아무거나 세트로 추천해줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2111
buy-under-0002,0,no_condition,recommend,2,False,일반적인 추천,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2399
buy-under-0002,1,no_condition,recommend,3,False,무엇을 살지 아무거나 추천,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,2106
buy-under-0002,2,no_condition,recommend,3,False,무엇을 살지 정하지 못했을 때의 일반적인 상품 추천,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,2101
buy-under-0002,3,no_condition,recommend,3,False,아무거나 추천해줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,2200
buy-under-0002,4,no_condition,recommend,3,False,일반적인 상품 추천,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,2176
buy-under-0002,5,no_condition,recommend,3,False,아무거나 추천해줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,1883
buy-under-0002,6,no_condition,recommend,3,False,무엇을 살지 정하지 못한 상태에서 추천해줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,2124
buy-under-0002,7,no_condition,recommend,3,False,일반적인 상품 추천,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,2181
buy-under-0003,0,constraint_price,recommend,2,False,다양한 가성비 상품 중 5만원 이하,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2139
buy-under-0003,1,constraint_price,recommend,2,False,가격이 5만원 이하인 상품,False,True,miss,multiple,filters.attrConditions;semanticQueryIsFallback,,2504
buy-under-0003,2,constraint_price,recommend,2,False,50000원 이하 아무거나,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2069
buy-under-0003,3,constraint_price,recommend,2,False,5만원 이하 아무거나,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2052
buy-under-0003,4,constraint_price,recommend,2,False,5만원 이하 아무거나,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2495
