cellId,attempt,errorType,message
cart-control-002|none,1,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4135. Please try again in 1.24s. Visit "
cart-control-002|none,2,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 198924, Requested 4135. Please try again in 917ms. Visit "
cart-control-002|none,3,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 198400, Requested 4135. Please try again in 760ms. Visit "
cart-control-002|none,4,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4135. Please try again in 1.24s. Visit "
cart-control-002|pendingCart,1,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4238. Please try again in 1.271s. Visit"
cart-control-002|pendingCart,2,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 198400, Requested 4238. Please try again in 791ms. Visit "
cart-control-003|lastRecommendations,1,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 198017, Requested 4143. Please try again in 648ms. Visit "
cart-control-003|lastRecommendations,2,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 197151, Requested 4143. Please try again in 388ms. Visit "
cart-control-003|none,1,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 197951, Requested 4135. Please try again in 625ms. Visit "
cart-control-003|none,2,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 197552, Requested 4135. Please try again in 506ms. Visit "
cart-control-003|pendingCart,5,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4239. Please try again in 1.271s. Visit"
cart-control-004|none,4,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4132. Please try again in 1.239s. Visit"
cart-control-005|none,7,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4134. Please try again in 1.24s. Visit "
cart-control-005|none,8,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4134. Please try again in 1.24s. Visit "
cart-control-005|pendingCart,6,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4238. Please try again in 1.271s. Visit"
cart-control-006|lastRecommendations,6,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4139. Please try again in 1.241s. Visit"
cart-quantity-001|none,8,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4138. Please try again in 1.241s. Visit"
cart-quantity-002|none,8,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 199494, Requested 4135. Please try again in 1.088s. Visit"
cart-quantity-003|none,2,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4135. Please try again in 1.24s. Visit "
cart-quantity-003|none,3,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4135. Please try again in 1.24s. Visit "
cart-quantity-004|none,1,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 198261, Requested 4133. Please try again in 718ms. Visit "
order-status-001|pendingCart,6,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 199285, Requested 4239. Please try again in 1.057s. Visit"
order-status-002|lastRecommendations,5,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 199234, Requested 4141. Please try again in 1.012s. Visit"
order-status-002|pendingCart,1,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4237. Please try again in 1.271s. Visit"
screen-001|screenSingle,8,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 198180, Requested 4278. Please try again in 737ms. Visit "
screen-002|screenTriple,7,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 195923, Requested 4325. Please try again in 74ms. Visit h"
screen-003|screenFive,6,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 197028, Requested 4369. Please try again in 419ms. Visit "
screen-003|screenFive,7,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 199146, Requested 4369. Please try again in 1.054s. Visit"
screen-004|screenNine,3,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 198454, Requested 4460. Please try again in 874ms. Visit "
switch-002|pendingCart,4,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4236. Please try again in 1.27s. Visit "
switch-002|pendingCart,5,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 197131, Requested 4236. Please try again in 410ms. Visit "
switch-003|pendingCart,2,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4240. Please try again in 1.272s. Visit"
switch-004|pendingCart,1,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 199141, Requested 4240. Please try again in 1.014s. Visit"
switch-004|pendingCart,2,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 198818, Requested 4240. Please try again in 917ms. Visit "
switch-006|pendingCart,6,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 195843, Requested 4238. Please try again in 24ms. Visit h"
switch-007|pendingCart,4,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 196666, Requested 4238. Please try again in 271ms. Visit "
wishlist-remove-002|none,2,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 196546, Requested 4134. Please try again in 204ms. Visit "
wishlist-remove-004|none,8,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 198340, Requested 4134. Please try again in 742ms. Visit "
wishlist-view-001|none,5,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4133. Please try again in 1.239s. Visit"
wishlist-view-001|none,6,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 196754, Requested 4133. Please try again in 266ms. Visit "
wishlist-view-002|none,4,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 197673, Requested 4133. Please try again in 541ms. Visit "
wishlist-view-002|none,5,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 200000, Requested 4133. Please try again in 1.239s. Visit"
wishlist-view-003|none,1,LLMError,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-*** on tokens per min (TPM): Limit 200000, Used 196668, Requested 4135. Please try again in 240ms. Visit "
